asset_id,canonical_filename,relative_path,purpose,format,width,height,aspect_ratio,background_expectation,variant,rtl_ltr_relevance,master_source,byte_size,sha256,validation_status,notes
THIQA-085,arabic-clinical-form-light.png,brand/rtl/arabic-clinical-form-light.png,"RTL/Arabic surface evidence",PNG,2528,1696,1.491,as-designed,default,RTL,brand/master/,4301342,ea83153a320b9e5bed4c91980e08ff9afa87249bd829a60f0e82a1a68c2a421d,PASS,
THIQA-086,arabic-data-table-light.png,brand/rtl/arabic-data-table-light.png,"RTL/Arabic surface evidence",PNG,2528,1696,1.491,as-designed,default,RTL,brand/master/,4527494,c1e7b9a48bdb9f19ebcbe1ec1323d312cbf6af9e3e9182afe03724188a0cd8b7,PASS,
THIQA-087,arabic-login-light.png,brand/rtl/arabic-login-light.png,"RTL/Arabic surface evidence",PNG,2528,1696,1.491,as-designed,default,RTL,brand/master/,4842427,e64357eb2aca58f08fbf2feb16a1c6eb8667bb29f16800f75ab6c6a2356e4c40,PASS,
THIQA-088,arabic-portal-light.png,brand/rtl/arabic-portal-light.png,"RTL/Arabic surface evidence",PNG,2528,1696,1.491,as-designed,default,RTL,brand/master/,4443006,9f35010c404db96197b510b9357aa7cb968ed29622d57b4f746af586674d445b,PASS,
THIQA-089,english-login-dark.png,brand/rtl/english-login-dark.png,"RTL/Arabic surface evidence",PNG,2528,1696,1.491,as-designed,dark,RTL,brand/master/,4774783,6ca455a74ec882c5341af9846197b12c249ba249b65f85f11263c385fd4aca09,PASS,
THIQA-090,smart-consent-light-dark.png,brand/smart/smart-consent-light-dark.png,"SMART on FHIR channel evidence",PNG,2752,1536,1.792,as-designed,dark,LTR,brand/master/,4511191,d47e1da997aa9a1ec689525a44aa6d510ca591317026fdb1b39ebde4b5dd03df,PASS,
THIQA-091,thiqa-tokens.json,brand/tokens/thiqa-tokens.json,"design token specification",JSON,,,,as-designed,default,LTR,brand/master/,3766,fec92ecd4826ffa7bf5348bc9a7f1945f6f641c043ae1f6d7989812c3822657d,PASS,"SkyEagle token replacement, 2026-08-26 (Phase B3)."
THIQA-092,IBMPlexSansArabic-Bold.woff2,brand/typography/fonts/IBMPlexSansArabic-Bold.woff2,"typography specification",WOFF2,,,,as-designed,default,RTL,brand/master/,44280,04c730b4292731ccedadd5bd80756124364ae4923895145d9cd7b1f28e443de1,PASS,
THIQA-093,IBMPlexSansArabic-Medium.woff2,brand/typography/fonts/IBMPlexSansArabic-Medium.woff2,"typography specification",WOFF2,,,,as-designed,default,RTL,brand/master/,45296,90aef64fea9794f232332e907d45810ab268d1a11721340025eba2a2cdb36d5c,PASS,
THIQA-094,IBMPlexSansArabic-Regular.woff2,brand/typography/fonts/IBMPlexSansArabic-Regular.woff2,"typography specification",WOFF2,,,,as-designed,default,RTL,brand/master/,42848,6010e7fd0dce5d527583951750728cbe3c895efbd16aa0f809ab8c824878c9d8,PASS,
THIQA-095,IBMPlexSansArabic-SemiBold.woff2,brand/typography/fonts/IBMPlexSansArabic-SemiBold.woff2,"typography specification",WOFF2,,,,as-designed,default,RTL,brand/master/,45688,16734a5adb27b0f363e566cbbeacec480da0dc0baa19c8f0053251c2e2bc0eac,PASS,
THIQA-096,Inter-Bold.woff2,brand/typography/fonts/Inter-Bold.woff2,"typography specification",WOFF2,,,,as-designed,default,LTR,brand/master/,48256,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,PASS,
THIQA-097,Inter-Medium.woff2,brand/typography/fonts/Inter-Medium.woff2,"typography specification",WOFF2,,,,as-designed,default,LTR,brand/master/,48256,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,PASS,
THIQA-098,Inter-Regular.woff2,brand/typography/fonts/Inter-Regular.woff2,"typography specification",WOFF2,,,,as-designed,default,LTR,brand/master/,48256,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,PASS,
THIQA-099,Inter-SemiBold.woff2,brand/typography/fonts/Inter-SemiBold.woff2,"typography specification",WOFF2,,,,as-designed,default,LTR,brand/master/,48256,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,PASS,
THIQA-100,Amiri-Bold.ttf,brand/typography/fonts/pdf/Amiri-Bold.ttf,"typography specification",TTF,,,,as-designed,default,LTR,brand/master/,414560,8cfed49b66de57e360ac61631d882dddfa23095d3ddb39fc2133eaf93892e79a,PASS,
THIQA-101,Amiri-Regular.ttf,brand/typography/fonts/pdf/Amiri-Regular.ttf,"typography specification",TTF,,,,as-designed,default,LTR,brand/master/,437780,cd2550c0f4c05eb341bf97958211aaa39382bca96577ba3a67d4a3b4912c43c0,PASS,
THIQA-102,OFL.txt,brand/typography/fonts/pdf/OFL.txt,"typography specification",TXT,,,,as-designed,default,LTR,brand/master/,4389,72de68e5954f4fdd24702292ef5a32f003ca960ec9330dc86e5eefb5dffb9b22,PASS,
THIQA-103,README-amiri.md,brand/typography/fonts/pdf/README-amiri.md,"typography specification",MD,,,,as-designed,default,LTR,brand/master/,2238,44db47f8f96d56790af8385d72e5e376bc7af6630a6b29bf084ab63bb1ec5426,PASS,
THIQA-104,thiqa-fonts.scss,brand/typography/thiqa-fonts.scss,"typography specification",SCSS,,,,as-designed,default,LTR,brand/master/,4466,7c7666adfd7f58b24c26df134a4c8987991cc121c6b47b9696e2e9401cfc4f53,PASS,
THIQA-105,typography-specimen.png,brand/typography/typography-specimen.png,"typography specification",PNG,1264,848,1.491,as-designed,default,LTR,brand/master/,1059339,23867c9bb8ede5b242e9db5348e2538ee8641137f9112e34c36d007335386ef0,PASS,
THIQA-106,typography-tokens.json,brand/typography/typography-tokens.json,"typography specification",JSON,,,,as-designed,default,LTR,brand/master/,3410,88e225440cf4676f2d00cf1cf9d244d5376e6796acd8c4982471d084ffc40270,PASS,
THIQA-107,typography-weight-contract.md,brand/typography/typography-weight-contract.md,"typography specification",MD,,,,as-designed,default,LTR,brand/master/,404,c7987bd0b4b1f6f1ed6911fd3afd117a0f7b5448ca10ad1447bed6a371c1e5aa,PASS,
